,EMIS,schoolName,districtName,circuit,cluster,sector,phase,schoolStatus,schoolType,suburb,city,closestTown,phoneNum,faxNum,GIS_Long,GIS_Lat,section21,quintile,managerName,email,landOwner,buildingOwner,address_old,cellno,snapEnrol,gradeREnrol,boarding,priorityOrder,lowestlevelCode,projectNum,agent,programme,strategic,bid,parent,description,source,programmeName,projectSize,projectStage,nature,scoa,startDate,endDate,totalCost,MTEF_2011_12,MTEF_2012_13,MTEF_2013_14,MTEF_2014_15,MTEF_2015_16,Revised_15_16_Budget,IA_Required_Budget,Variance,MTEF_2016_17,MTEF_2017_18,MTEF_2018_19,MTEF_2019_20,MTEF_2020_21,MTEF_2021_22,MTEF_2022_23,MTEF_2023_24,MTEF_2024_25,MTEF_2025_26,MTEF_2026_27,MTEF_2028_29,MTEF_2029_30,MTEF_2030_31,MTEF_2031_32,MTEF_2032_33,MTEF_2033_34,PWC_List,Snap_survey,ecplanComments,ASIDI_NDPW,asidiYear,asidiStatus,asidiCommentsA,asidiCommentsB,inEC,inASIDI
3578,200401016,SKOBENI SENIOR PRIMARY SCHOOL,QUMBU,CIRCUIT 7,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,SKOBENIAA,QUMBU,Qumbu,NA,NA,28.94984,-31.1272,Yes,1,MRS NONDAKA,skobeni34@gmail.com,PUBLIC,TO BE UPDATED,"SKOBENIAA,QUMBU,5180",718773054,80,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013/2014,Not yet allocated,NA,NA,0,1
3579,200401017,SMUTS NDAMASE SENIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 10,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,LIBODE,NYANDENI,Libode,NA,NA,29.17037,-31.45895,Yes,1,Ms Tsheme,NA,PUBLIC,PUBLIC,"NKANGA AGRICULTURAL AUTHORITY,LIBODE,NYANDENI,5099",834996507,956,NA,FALSE,NA,NA,NA,IDT,IDT RSDP WSF,INSUFFICIENT WATER & SAN,Active not contracted,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Terminated,New Infrastructure Assets,Building & other fixed structures,NA,NA,NA, -   , -   ,"1,433", -   ,"2,000",66,36,"-1,964", -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HISTORICAL - (ASIDI),NA,2012/2013,Allocated,NA,NA,1,1
3580,200401018,SOBUZA PJS SCHOOL,NGCOBO,MANZANA,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,ENGCOBO,NGCOBO,Clarkebury,NA,NA,28.17371,-31.94078,No,1,MBADAMANA M,NA,PUBLIC,TO BE UPDATED,"TORA AGRICULTURAL AUTHORITY,ENGCOBO,NGCOBO,5000",735894533,179,28,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3581,200401019,SOMERVILLE JUNIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 6,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,TSOLO,Tsolo,NA,865620721,28.63887,-31.2058,Yes,2,Sodinga F,somerville jss@gmail.com,PUBLIC,TO BE UPDATED,"SOMERVILLE AGRICULTURAL AUTHORITY,TSOLO,5170",737685916,80,18,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3582,200401020,SOMPA JUNIOR PRIMARY SCHOOL,MTHATHA,CIRCUIT 10,B,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MQANDULI,Elliotdale,NA,NA,28.76229,-31.92439,Yes,1,"MHLONTLO , VN",NA,PUBLIC,TO BE UPDATED,"XHORHANA AGRICULTURAL AUTHORITY,MQANDULI,",729041284,161,35,FALSE,NA,NA,NA,DOE,NA,FENCING ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,29-Apr-16,31-Mar-18,905, -   , -   , -   ,NA, -   ,NA,NA,NA,272,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Independent Development Trust - BATCH I - Sanitation,NA,NA,NA,NA,1,0
3583,200401021,SOMPA SENIOR PRIMARY SCHOOL,LIBODE,CIRCUIT 10,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LIBODE,Tina Falls,NA,NA,29.15322,-31.35784,No,1,Ms Mtshazi,NA,PUBLIC,TO BE UPDATED,"MGAQWENI AGRICULTURAL AUTHORITY,LIBODE,5160",732568874,169,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011/2012,Allocated,NA,NA,0,1
3584,200401022,SONATA JUNIOR PRIMARY SCHOOL,LIBODE,CIRCUIT 11,A,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LIBODE,Libode,NA,NA,29.1656,-31.54608,No,2,Ms Potelwa,sibongilepotelwa@gmail.com,PUBLIC,TO BE UPDATED,"334 SUITE,LIBODE,5160",822178505,174,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3585,200401023,SOPHONIA SENIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 5,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,QUMBU,MACLEAR,Halcyon Drift,NA,NA,28.5699,-30.9714,Yes,1,TSOLO KA,27824499289@vodamail.com,PUBLIC,PUBLIC,"NGQAYI AGRICULTURAL AUTHORITY,QUMBU,MACLEAR,",733447118,110,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3586,200401024,SPEFUNDEVU PRIMARY SCHOOL,MTHATHA,CIRCUIT 8,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Mqanduli,NA,NA,28.62196,-31.84326,Yes,2,NYELEKA Y,NA,PUBLIC,TO BE UPDATED,"CACADU AGRICULTURAL AUTHORITY,UMTATA,MTHATHA,5100",820682423,112,21,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3587,200401025,SPRINGVALE PJS SCHOOL,MTHATHA,CIRCUIT 2,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Mqanduli,475387008,NA,28.70212,-31.7062,Yes,3,SIWUNDLA NP,NA,PUBLIC,TO BE UPDATED,"ZIMBANE AGRICULTURAL AUTHORITY,UMTATA,MTHATHA,5102",826679048,322,18,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3588,200401026,ST ALBANS PRIMARY SCHOOL,NGCOBO,MANZANA,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,EGOSO,ENGCOBO,Engcobo,NA,NA,28.0152,-31.81988,No,1,NQIWA ZC,NA,PUBLIC,TO BE UPDATED,"EGOSO TRIBAL AUTHORITY,EGOSO,ENGCOBO,5050",718910594,219,23,FALSE,NA,NA,NA,IDT,IDT DoE W+F,INSUFFICIENT WATER & SAN,Active not contracted,Norms & Standards,"1 x 5000L Rain water tanks, additional to existing security fnc ",Educational Infrastructure Grant,Public Ordinary Schools,Large,Planning,New Infrastructure Assets,Building & other fixed structures,17-Mar-14,1-Apr-16,15, -   , -   , -   ,NA,15,NA,55,40, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IDT DoE W+F,NA,NA,NA,NA,1,0
3589,200401026,ST ALBANS PRIMARY SCHOOL,NGCOBO,MANZANA,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,EGOSO,ENGCOBO,Engcobo,NA,NA,28.0152,-31.81988,No,1,NQIWA ZC,NA,PUBLIC,TO BE UPDATED,"EGOSO TRIBAL AUTHORITY,EGOSO,ENGCOBO,5050",718910594,219,23,FALSE,NA,NA,CDC/163/14,CDC,CDC Sanitation,INSUFFICIENT WATER & SAN,Active not contracted,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Under Construction,New Infrastructure Assets,Building & other fixed structures,NA,NA,877, -   , -   , -   ,NA,877,723,723,-154, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAHRC 2015/16,CDC Sanitation,NA,NA,NA,NA,1,0
3590,200401027,ST BARTHOLOMEW'S SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 5,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Qumbu,475538433,475538433,28.80542,-31.02448,Yes,2,MR NOTUNUNU,stbartholomews200401027@gmail.com,PUBLIC,PUBLIC,"MDENI AGRICULTURAL AUTHORITY,QUMBU,5180",822615036,844,NA,FALSE,NA,NA,DOE12ECAR011,IDT,IDT SRAP,REALIGNMENT,Active,Re-alignment,"3 x pre-fab classrooms with associated works, electricity connection & upgrading.",Educational Infrastructure Grant,Public Ordinary Schools,Large,Practical Completion,New Infrastructure Assets,Building & other fixed structures,25-Feb-14,18-Jul-14,"1,992", -   , -   , -   ,NA,391,NA,391, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3591,200401028,ST CUTHBERT'S SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 9,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,TSOLO,Tsolo,475459011,475459011,28.63284,-31.29937,Yes,3,MISS NOKWE FC,stcuthbertssss@gmail.com,PUBLIC,PUBLIC,"ST CUTHBERTS AGRICULTURAL AUTHORITY,TSOLO,5171",824834747,305,NA,FALSE,NA,NA,NA,IDT,IDT SRAP,REALIGNMENT,Active not contracted,Re-alignment,"5 x pre-fab classrooms with associated works, 8 pit toilets and security fence,1 tank",Educational Infrastructure Grant,Public Ordinary Schools,Large,Practical Completion,New Infrastructure Assets,Building & other fixed structures,21-Jul-14,NA,"2,941", -   , -   , -   ,NA,470,NA,470, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3592,200401028,ST CUTHBERT'S SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 9,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,TSOLO,Tsolo,475459011,475459011,28.63284,-31.29937,Yes,3,MISS NOKWE FC,stcuthbertssss@gmail.com,PUBLIC,PUBLIC,"ST CUTHBERTS AGRICULTURAL AUTHORITY,TSOLO,5171",824834747,305,NA,FALSE,`,NA,NA,DOE,NA,UPGRADE AND ADDITIONS ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,29-Apr-16,31-Mar-18,716, -   , -   , -   ,NA, -   ,NA,NA,NA,204,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3593,200401030,ST JOSEPHS JUNIOR SECONDARY SCHOOL,MTHATHA,CIRCUIT 3,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Umtata,475325886,NA,28.78802,-31.58184,Yes,5,MAKHETHA PC,NA,PUBLIC,TO BE UPDATED,"29 FIRST AVENUE,UMTATA,MTHATHA,5099",835915614,821,52,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3594,200401031,ST PATRICK'S JUNIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 7,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,LIBODE,MTHATHA,Ngangelizwe,475558138,475558138,28.87499,-31.57074,Yes,4,Ms R.N. Coki ,stpatricks@webmail.co.za,PUBLIC,TO BE UPDATED,"ZITATELE AGRICULTURAL AUTHORITY,LIBODE,MTHATHA,5100",837707124,1000,52,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3595,200401032,ST PATRICK'S SENIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LIBODE,Ngangelizwe,NA,NA,28.87789,-31.56564,Yes,3,Mr Langa,langa68@webmail.co.za,PUBLIC,PUBLIC,"GXULU AGRICULTURAL AUTHORITY,LIBODE,5099",764201317,1304,NA,FALSE,NA,30622228,DOE09ECAR020,IDT,IDT RSDP II,MAINTENANCE AND REPAIR,Active,Maintenance and Repairs,6 new prefab c/rooms and site works,Educational Infrastructure Grant,Public Ordinary Schools,Large,Practical Completion,Maintenance and Repairs,Contractors,NA,NA,"3,265", -   , -   , -   ,300,77,77,77, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To check the origional scope from IDT, querry scope",#N/A,NA,NA,NA,NA,1,0
3596,200401032,ST PATRICK'S SENIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 7,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,LIBODE,Ngangelizwe,NA,NA,28.87789,-31.56564,Yes,3,Mr Langa,langa68@webmail.co.za,PUBLIC,PUBLIC,"GXULU AGRICULTURAL AUTHORITY,LIBODE,5099",764201317,1304,NA,FALSE,NA,NA,NA,DOE,NA,REALIGNMENT,Proposed,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Assessment,New Infrastructure Assets,Building & other fixed structures,29-Apr-16,31-Mar-18,"7,963", -   , -   , -   ,NA, -   ,NA,NA,NA,"5,574","2,389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3597,200401034,SULENKAMA PRIMARY SCHOOL,QUMBU,CIRCUIT 2,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Qumbu,NA,NA,28.68815,-31.015564,Yes,2,MRS NONGCAULA ZF,sulenkama401034@gmail .com,PUBLIC,TO BE UPDATED,"SULENKAMA AGRICULTURAL AUTHORITY,QUMBU,5180",721521344,227,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3598,200401035,SULENKAMA SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 2,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Halcyon Drift,NA,NA,28.68462,-31.01589,Yes,2,MR MEMKA JM,sulenkama200401035@gmail.com,PUBLIC,PUBLIC,"SULENKAMA AGRICULTURAL AUTHORITY,QUMBU,5180",827021852,208,NA,FALSE,NA,NA,NA,ECDC,ECDC Re-alignment II,REALIGNMENT 2,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,1-Apr-15,31-Mar-17,"1,210", -   , -   , -   ,NA,"1,089",NA,NA,NA,121, -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,2013/2014,Allocated,NA,NA,1,1
3599,200401035,SULENKAMA SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 2,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,QUMBU,Halcyon Drift,NA,NA,28.68462,-31.01589,Yes,2,MR MEMKA JM,sulenkama200401035@gmail.com,PUBLIC,PUBLIC,"SULENKAMA AGRICULTURAL AUTHORITY,QUMBU,5180",827021852,208,NA,FALSE,NA,NA,NA,DOE,NA,INSUFFICIENT WATER & SAN,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,NA,NA,249, -   , -   , -   ,NA,249,NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAHRC 2015/16,#N/A,2013/2014,Allocated,NA,NA,1,1
3600,200401036,TABASE PJS SCHOOL,QUMBU,CIRCUIT 7,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,LIBODE,QUMBU,Tina Falls,NA,NA,28.9984,-31.20463,Yes,1,MS MADOLO HN,tabasejss401036@gmail.com,PUBLIC,TO BE UPDATED,"MBALISWENI AGRICULTURAL AUTHORITY,LIBODE,QUMBU,",837603292,426,39,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3601,200401037,TAFA JUNIOR SECONDARY SCHOOL,NGCOBO,EYETHU,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,ENGCOBO,COFIMVABA,Clarkebury,NA,NA,28.06438,-31.89658,No,1,HLUNGULU G,NA,PUBLIC,TO BE UPDATED,"TAFA AGRICULTURAL AUTHORITY,ENGCOBO,COFIMVABA,",735437572,235,36,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3602,200401038,TAKATA JUNIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 6,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NGQELENI,MTHATHA,Ngangelizwe,475351576,NA,28.83484,-31.68656,Yes,2,Ms Makiva,NA,PUBLIC,TO BE UPDATED,"NTSAKA AGRICULTURAL AUTHORITY,NGQELENI,MTHATHA,",833628371,137,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3603,200401039,TALENI SENIOR PRIMARY SCHOOL,MTHATHA,CIRCUIT 9,B,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,MQANDULI,Mqanduli,NA,NA,28.70971,-31.86068,Yes,2,SIGANGA  M,NA,PUBLIC,TO BE UPDATED,"ZIBODLA AGRICULTURAL AUTHORITY,MQANDULI,",73598046,207,46,FALSE,NA,30394228,DOE03ECAR006,IDT,IDT EISP,NEW AND REPLACEMENT ASSET,Active,Re-alignment,"Build new Admin block,New grade R, multi-purpose centre, renovate existing block and convert into soup kitchen,14 Pit toilets,800m stock fencing and 4 Water tanks.",Educational Infrastructure Grant,Public Ordinary Schools,Large,Under Construction,New Infrastructure Assets,Building & other fixed structures,NA,NA,"15,170", -   , -   , -   ,"4,083","1,526","1,526","1,526", -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,Independent Development Trust - BATCH I - Sanitation,NA,NA,NA,NA,1,0
3604,200401040,TAMSANQA JUNIOR SECONDARY SCHOOL,MTHATHA,CIRCUIT 2,B,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Umtata,NA,NA,28.76323,-31.65103,Yes,3,QAMBELA ZX,0798817025@vodamail.co.za,PUBLIC,TO BE UPDATED,"ZIMBANE,UMTATA,MTHATHA,5099",829588061,455,80,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3605,200401041,TANDANANI SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 3,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,QUMBU,TSOLO,Tina Falls,NA,NA,28.92197,-31.29273,Yes,2,MISS MKENTANE NC,tandanani200401041@gmail.com,PUBLIC,PUBLIC,"LOTA AGRICULTURAL AUTHORITY,QUMBU,TSOLO,",832374690,634,NA,FALSE,4,NA,NA,DOE,NA,COMBINED PRIORITY,Proposed,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,6-Apr-16,31-Mar-17,"20,971", -   , -   , -   ,NA, -   ,NA,NA,NA,"2,097", -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,SAHRC 2016/17,Independent Development Trust - BATCH I - Sanitation,NA,NA,NA,NA,1,0
3606,200401041,TANDANANI SENIOR SECONDARY SCHOOL,QUMBU,CIRCUIT 3,A,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,QUMBU,TSOLO,Tina Falls,NA,NA,28.92197,-31.29273,Yes,2,MISS MKENTANE NC,tandanani200401041@gmail.com,PUBLIC,PUBLIC,"LOTA AGRICULTURAL AUTHORITY,QUMBU,TSOLO,",832374690,634,NA,FALSE,NA,NA,NA,IDT,IDT SRAP,REALIGNMENT,Active,Re-alignment,"4 x pre-fab classrooms with associated works, 6 VIP pit toilets, 1 rain water tanks and 600m security fence.",Educational Infrastructure Grant,Public Ordinary Schools,Large,Practical Completion,New Infrastructure Assets,Building & other fixed structures,31-Mar-14,31-Jul-14,"3,022", -   , -   , -   ,NA,604,NA,604, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Independent Development Trust - BATCH I - Sanitation,NA,NA,NA,NA,1,0
3607,200401042,TANDOKAZI SENIOR PRIMARY SCHOOL,MTHATHA,CIRCUIT 7,B,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UMTATA,MTHATHA,Mqanduli,NA,NA,28.62883,-31.75841,Yes,3,"SEMANE , Z",zsemane@gmail.com,PUBLIC,TO BE UPDATED,"QUNU AGRICULTURAL AUTHORITY,UMTATA,MTHATHA,5100",839985967,398,65,FALSE,NA,NA,NA,DOE,NA,ECD COSTED,Proposed,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"5,489", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,"1,647","3,843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
3608,200401043,TAUNG JUNIOR SECONDARY SCHOOL,MT FLETCHER,CIRCUIT 4,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MTFLETCHER,MACLEAR,Halcyon Drift,NA,NA,28.4638,-30.9391,Yes,1,FUMBA A,27795227136@vodamail.co.za,PUBLIC,TO BE UPDATED,"TAUNG LOCATION,MTFLETCHER,MACLEAR,5480",733901788,102,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
3609,200401044,TEKWINI JUNIOR SECONDARY SCHOOL,LIBODE,CIRCUIT 13,A,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,PORT ST JOHNS,Port St Johns,NA,716918130,29.38967,-31.66628,Yes,2,S.A. Mzokwana,NA,PUBLIC,TO BE UPDATED,"CAGUBA AGRICULTURAL AUTHORITY,PORT ST JOHNS,",721185585,517,53,FALSE,NA,NA,NA,DOE,NA,MUD/INAPPROPRIATE,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"31,143", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,"3,114","21,800","6,229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEKWINI JS SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
